	492105	4957782	-323242	3976308
	491780	4957782	-244628	3969228
	491130	4957782	-244628	3969228
	491780	4956612	-244628	3969228
	490805	4957782	-244628	3969228
	492105	4956612	-244628	3969228
	492105	4957782	-244628	3969228
	493400	4957392	-244628	3969228
	491455	4958172	-244628	3969228
	492105	4957392	-244628	3968739
	492105	4958562	-244628	3968739
	492755	4957392	-244628	3968739
	491130	4958562	-244628	3968739
	491455	4957782	-244628	3968739
	491130	4957392	-244628	3968739
	491130	4958562	-244628	3968739
	491780	4958172	-244628	3968739
	491455	4958172	-237792	3968739
	492430	4958172	-237792	3968739
	490805	4957392	-237792	3968739
