	490805	4957782	351562	3875722
	491455	4957002	351562	3875722
	491780	4957002	351562	3875722
	492105	4957002	351562	3875722
	491130	4956612	351562	3875722
	490805	4956612	323730	3878652
	491455	4957782	323730	3878652
	492105	4957782	323730	3878652
	492105	4956612	323730	3878652
	490480	4957782	323730	3878652
	491455	4957002	323730	3878652
	492105	4957002	323730	3878652
	492755	4958172	323730	3878652
	492430	4957392	323730	3878652
	491780	4956612	326171	3876943
	491780	4957782	326171	3876943
	490480	4957002	326171	3876943
	491130	4958562	326171	3876943
	491780	4958172	326171	3876943
	493075	4957782	326171	3876943
	489835	4957392	405273	3874013
	492430	4958562	405273	3874013
	490805	4958562	405273	3874013
	491455	4957392	405273	3874013
	493725	4958172	405273	3874013
	491455	4957392	405273	3874013
	492105	4957392	405273	3874013
	491780	4958172	405273	3874013
	490480	4957002	511718	3864003
	490480	4957392	511718	3864003
	491130	4957392	511718	3864003
	491130	4956228	511718	3864003
	491130	4958172	511718	3864003
	490480	4958172	511718	3854726
	490805	4957782	584472	3854726
	490480	4957392	584472	3854726
	491780	4957002	584472	3854726
	490805	4957002	584472	3854726
	490805	4957392	584472	3854726
	490480	4958172	584472	3854726
	488860	4957782	584472	3854726
	488535	4956612	584472	3854726
	490480	4957002	584472	3854726
	490480	4956612	647948	3850087
	491780	4958172	647948	3850087
	490805	4957392	647948	3850087
	491780	4958952	647948	3850087
	491130	4957002	647948	3850087
	491780	4957392	152831	3888661
	490160	4956612	152831	3888661
	489510	4957002	152831	3888661
	490480	4957002	152831	3888661
	490480	4957392	152831	3888661
	490480	4958172	152831	3888661
	491130	4957392	152831	3888661
	490805	4957002	152831	3888661
	491780	4957002	152831	3888661
	491455	4957002	152831	3848622
	491130	4956228	636230	3848622
	490160	4955448	636230	3848622
	490160	4958172	636230	3848622
	492430	4958952	636230	3848622
	491130	4957782	636230	3848622
	491455	4957002	287597	3878652
	492105	4958172	287597	3878652
	493725	4958172	287597	3878652
	492105	4957002	287597	3878652
	491130	4957782	493652	3864492
	491130	4957002	493652	3864492
	490160	4956228	493652	3864492
	489510	4957782	493652	3864492
	491130	4957392	493652	3864492
	492430	4957392	493652	3864492
	490805	4957782	493652	3864492
	490805	4958562	493652	3864492
	492755	4957392	493652	3864492
	490805	4957002	493652	3864492
	491130	4955838	233886	3883290
	491130	4957002	233886	3883290
	492105	4958952	233886	3883290
	491130	4958172	233886	3883290
	492105	4956612	233886	3883290
	491780	4957002	233886	3883290
	492105	4957782	233886	3883290
	490805	4955448	233886	3883290
	490805	4956228	233886	3883290
	492755	4957392	233886	3883290
	490480	4956612	388671	3871572
	492105	4956612	388671	3871572
	492430	4958172	388671	3871572
	494700	4956612	388671	3871572
	490805	4958172	388671	3871572
	490480	4956612	388671	3871572
	491455	4956612	388671	3871572
	491130	4957782	388671	3871572
	491455	4956612	388671	3871572
	490480	4957392	388671	3871572
	491455	4958172	457519	3865712
	492430	4957392	457519	3865712
	489510	4956228	457519	3865712
	492430	4957002	457519	3865712
	491780	4957392	457519	3865712
	491780	4957392	457519	3865712
	491130	4957002	457519	3865712
	490160	4955838	457519	3865712
	491780	4957782	545898	3858388
	489185	4956612	545898	3858388
	490805	4958172	545898	3858388
	490480	4955058	545898	3858388
	491130	4956612	545898	3858388
	491130	4957782	545898	3858388
	492105	4957392	545898	3858388
	492430	4958562	313964	3877431
	490160	4957782	313964	3877431
	491130	4956612	313964	3877431
	491780	4956612	313964	3877431
	491780	4957002	313964	3877431
	488860	4958172	313964	3877431
	491455	4956612	313964	3877431
	490805	4957392	313964	3877431
	491130	4957002	454101	3866933
	489185	4957002	454101	3866933
	491130	4956612	454101	3866933
	490480	4958562	454101	3866933
	491130	4956228	454101	3866933
	491780	4957002	454101	3866933
	490160	4956228	454101	3866933
	492755	4958952	454101	3866933
