1090610	4946496	5371	4390125
611155	4916130	5371	4390125
927440	4919634	5371	4390125
1084125	4911846	5371	4390125
952420	4962846	5371	4390125
776275	4978806	5371	4390125
1034490	4935594	5371	4389393
731505	4923918	5371	4389393
778220	5005272	5371	4389393
775625	4942212	5371	4389393
1306335	4728888	5371	4389393
1307955	4940652	5371	4389393
1457175	4810638	5371	4389393
1368940	4857348	5371	4389393
1690095	4903284	59570	4384510
1418575	4844502	59570	4384510
1197015	4821534	59570	4384510
1093855	4855404	59570	4384510
910250	4828152	59570	4384510
1342990	4856184	59570	4384510
1220370	4928586	59570	4384510
1249240	4901730	59570	4384510
1141540	4906008	7812	4389881
1143165	4893552	7812	4389881
980320	4909902	7812	4389881
924845	4938318	7812	4389881
1105860	4930536	7812	4389881
1122400	4876422	7812	4389881
1308280	4881486	7812	4389881
1173980	4866306	7812	4389881
1021515	4953498	4882	4389881
986480	4908732	4882	4389881
936200	4877202	4882	4389881
1019245	4914186	4882	4389881
798010	4997880	4882	4389881
783085	4951554	4882	4389881
790545	4959342	4882	4389881
1049090	4931310	4882	4389881
958585	4882650	4394	4389881
984210	4950000	4394	4389881
841800	4978026	4394	4389881
798980	4954668	4394	4389881
942690	4949610	4394	4389881
1242430	4957392	4394	4389881
1112670	4936764	4394	4389881
1012755	4960506	4394	4389881
961825	4985808	6347	4389881
1221990	4871364	6347	4389881
724045	4903674	6347	4389881
683495	4941042	6347	4389881
808065	4979580	6347	4389881
994265	4921188	6347	4389881
926470	4940268	6347	4389881
884620	4944156	6347	4389881
991670	4960896	6835	4389881
1126945	4968684	6835	4389881
988425	4931310	6835	4389881
836285	4907958	6835	4389881
865160	4976856	6835	4389881
998485	4969848	6835	4389881
1199935	4863966	6835	4389881
993940	4919244	6835	4389881
1225560	4943382	6835	4389881
898895	4943766	6835	4389881
972855	4935204	6835	4389881
1031250	4912236	6835	4389881
921280	4907568	6835	4389881
1029625	4904454	6835	4389881
900515	4972962	6835	4389881
927115	4945326	6835	4389881
342235	4969458	6835	4389881
899545	4973352	5371	4390125
808715	4891608	5371	4390125
979995	4935984	5371	4390125
983560	4923918	5371	4390125
782115	4953888	5371	4390125
988105	4900170	5371	4390125
792495	4935984	5371	4390125
892730	4920024	5371	4390125
892080	5015784	4394	4390125
1198960	4939098	4394	4390125
812930	4912626	4394	4390125
819095	4996710	4394	4390125
954690	4978416	4394	4390125
930685	4936374	4394	4390125
804170	4942992	4394	4390125
788275	4920804	4394	4390125
943335	4921968	4882	4389881
1003675	4961676	4882	4389881
985185	4943382	4882	4389881
803845	4995540	4882	4389881
812930	4924302	4882	4389881
1008540	4916520	4882	4389881
935875	4981530	4882	4389881
820390	4934424	4882	4389881
889485	5022012	4882	4389881
949500	4951164	5371	4390369
968640	4993596	5371	4390369
1019245	4924692	5371	4390369
889810	4968294	5371	4390369
726640	4948830	5371	4390369
686415	4978806	5371	4390369
864185	5009166	5371	4390369
782760	4946880	5371	4390369
847640	4923918	4882	4389637
1103585	4977246	4882	4389637
943660	4935204	4882	4389637
725345	4950000	4882	4389637
718205	5018508	4882	4389637
1142190	4952724	4882	4389637
870670	4944546	4882	4389637
689010	4971408	4882	4389637
848940	4939878	4882	4389881
843425	5064054	2929	4389881
840830	4920804	2929	4389881
723395	4998264	2929	4389881
911545	4966734	2929	4389881
926145	4941822	2929	4389881
921600	4934424	2929	4389881
666305	4942602	2929	4389881
885270	4932480	2929	4389881
776275	4929756	3906	4389881
913170	4932480	3906	4389881
876835	5006442	3906	4389881
825255	4931310	3906	4389881
981615	4943382	3906	4389881
974480	4927032	3906	4389881
690310	4962066	3906	4389881
1035465	4974522	3906	4389881
703610	4970238	4882	4389637
837260	4916130	4882	4389637
914140	5022012	4882	4389637
939770	4942602	4882	4389637
835640	4973352	4882	4389637
891760	4994376	4882	4389637
672790	4928976	4882	4389637
844070	4936764	4882	4389637
1000430	4964400	6347	4389637
961180	4917690	6347	4389637
689985	4926642	6347	4389637
701665	4976076	6347	4389637
927765	5020458	6347	4389637
997185	4902894	6347	4389637
969290	4962846	6347	4389637
948205	4977636	6347	4389637
1023460	4978026	5371	4389881
846990	4964400	5371	4389881
884945	4899000	5371	4389881
1041630	4937928	5371	4389881
854455	4933650	5371	4389881
861915	4966734	5371	4389881
813905	4941042	5371	4389881
958260	4966344	5371	4389881
739615	5040696	5371	4390125
689660	4916910	5371	4390125
928740	4940268	5371	4390125
786005	4978416	5371	4390125
1089965	4962456	5371	4390125
891110	4934424	5371	4390125
685765	4995540	5371	4390125
826230	4936764	5371	4390125
862560	4902504	5371	4390125
908950	4943766	6835	4389881
937820	4989702	6835	4389881
687390	4970238	6835	4389881
928415	4972188	6835	4389881
997185	5013840	6835	4389881
845695	4976466	6835	4389881
965395	4960896	6835	4389881
862885	4969848	6835	4389881
732480	4937538	5371	4389881
822985	4915740	5371	4389881
992645	4908342	5371	4389881
779195	4974522	5371	4389881
964745	5039142	5371	4389881
797035	4942992	5371	4389881
858670	4906788	5371	4389881
1046820	4935984	5371	4389881
807740	4974132	4882	4389148
723075	4929756	4882	4389148
715935	4928976	4882	4389148
505080	4916130	4882	4389148
942040	4948050	4882	4389148
1045520	4963230	4882	4389148
1021840	4947660	4882	4389148
931985	4947660	4882	4389148
883000	5000994	4882	4389881
974155	4958562	4882	4389881
788275	5018898	4882	4389881
815200	4975692	4882	4389881
726640	5013840	4882	4389881
803845	4976076	4882	4389881
893705	4993206	4882	4389881
532005	4930146	4882	4389881
590395	4984644	6347	4390125
858345	4951164	6347	4390125
1002700	5039532	6347	4390125
908300	4949220	6347	4390125
974805	4939878	6347	4390125
811630	5013840	6347	4390125
763620	4876038	6347	4390125
1007240	4974132	6347	4390125
1011785	4953498	5859	4389881
982590	4943766	5859	4389881
755510	4969848	5859	4389881
803845	4966344	5859	4389881
642945	4996710	5859	4389881
867105	4977246	5859	4389881
968640	4966344	5859	4389881
836285	4911846	5859	4389881
1075365	4986978	5371	4389881
567365	4997490	5371	4389881
920630	4971408	5371	4389881
903435	4923528	5371	4389881
870995	4963620	5371	4389881
1002700	4974522	5371	4389881
887540	4987758	5371	4389881
1002375	4977246	5371	4389881
771410	5018118	5371	4389881
843750	4925862	4882	4389881
1086720	4909122	4882	4389881
658520	4977636	4882	4389881
989725	4988538	4882	4389881
1021515	5005272	4882	4389881
921280	4896276	4882	4389881
886890	4934034	4882	4389881
945285	5013450	4882	4389881
745130	4989312	5859	4390369
889810	4936374	5859	4390369
725345	4957392	5859	4390369
947880	4942992	5859	4390369
718855	5023572	5859	4390369
835315	4985808	5859	4390369
495995	4968684	5859	4390369
830125	4982304	5859	4390369
994915	5006832	6347	4389637
1021515	4923528	6347	4389637
956310	4968294	6347	4389637
596885	4957002	6347	4389637
844070	4979970	6347	4389637
873915	5000604	6347	4389637
996535	4957782	6347	4389637
814550	4987758	6347	4389637
868400	4969074	6347	4389637
829475	4957002	5371	4390125
727940	4951944	5371	4390125
957935	4990482	5371	4390125
732480	4991262	5371	4390125
893380	4979580	5371	4390125
1007890	4900560	5371	4390125
800605	4920804	5371	4390125
991670	4972188	5371	4390125
774975	4955058	4882	4389637
643920	4986198	4882	4389637
974155	4934814	4882	4389637
797685	4925472	4882	4389637
986805	4966734	4882	4389637
916085	4993596	4882	4389637
847315	4983474	4882	4389637
830770	4996710	4882	4389637
915115	4978416	4882	4389637
808715	4959726	4394	4389881
693230	4946880	4394	4389881
991345	4954278	4394	4389881
1062065	5002548	4394	4389881
929390	4989702	4394	4389881
941715	4907178	4394	4389881
1035140	5079624	4394	4389881
868075	5000214	4394	4389881
893380	4938318	4394	4389148
903435	4997880	4394	4389148
820065	5002548	4394	4389148
793140	5029800	4394	4389148
719505	4894332	4394	4389148
801250	4964790	4394	4389148
800280	4968684	4394	4389148
752915	4934424	4394	4389148
938795	4964790	5859	4389637
884620	4946496	5859	4389637
861265	4949610	5859	4389637
869050	4993206	5859	4389637
636460	4964400	5859	4389637
804170	4921188	5859	4389637
861915	5070282	5859	4389637
847640	5057436	5859	4389637
827205	4990482	4882	4389881
782435	4991262	4882	4389881
992645	4973742	4882	4389881
983560	4964400	4882	4389881
920305	4935204	4882	4389881
1080880	4909902	4882	4389881
924195	4927806	4882	4389881
592665	4959342	4882	4389881
909925	4956228	4882	4389881
867430	5001384	4882	4389881
862560	4944936	4882	4389881
752915	4918464	4882	4389881
999780	4913796	4882	4389881
830445	4961286	4882	4389881
727615	4950000	4882	4389881
1079260	4937538	4882	4389881
680255	5028240	5371	4389637
818445	4953498	5371	4389637
762000	4945326	5371	4389637
808065	5065614	5371	4389637
1083475	5019678	5371	4389637
859645	4961286	5371	4389637
759730	4931700	5371	4389637
854775	4953888	5371	4389637
714965	4948830	5371	4389637
