	606290	5022012	6835	4387195
	994265	4991652	6835	4387195
	701665	5004882	6835	4387195
	694200	5008386	6835	4387195
	934255	4974132	6835	4387195
	700690	4975692	6835	4387195
	708150	4982694	7812	4387195
	693555	4983474	7812	4387195
	876835	4881486	7812	4387195
	671170	4994376	7812	4387195
	795735	4955058	7812	4387195
	677010	4983474	7812	4387195
	669550	4991652	7812	4387195
	698095	4990872	7812	4387195
	680900	4956228	7812	4387195
	822015	4986198	7812	4387195
	792820	4974912	7812	4387195
	756810	4989702	7812	4387195
	731505	4956612	7812	4387195
	721775	4977636	7812	4387195
	754865	4992816	7812	4387195
	734100	4985808	7812	4387195
	746430	4971408	7812	4387195
	694850	4971408	7812	4387195
	742860	4958172	7812	4387195
	717235	4961286	7812	4387195
	1500645	4914960	7812	4387195
	976425	4853844	7812	4387195
	1182090	4928586	7812	4387195
	872945	4944156	12695	4386463
	893705	4934034	12695	4386463
	1408845	4825818	12695	4386463
	1296600	4742904	12695	4386463
	808715	4885764	12695	4386463
	830445	4902114	12695	4386463
	810660	4958172	12695	4386463
	1113970	4835550	12695	4386463
	979020	4951554	12695	4386463
	783735	4854624	12695	4386463
	854455	4959726	12695	4386463
	1019895	4793508	12695	4386463
	629645	4981920	12695	4386463
	708800	4976076	12695	4386463
	1442580	4734342	12695	4386463
	1152245	4732782	12695	4386463
	851535	4967124	12695	4386463
	701340	4985418	12695	4386463
	1499675	5017344	12695	4386463
	840505	4884990	12695	4386463
	791845	4946106	12695	4386463
	1468205	4916520	56152	4383777
	1320930	4776384	56152	4383777
	445715	4990482	56152	4383777
	935550	4860852	56152	4383777
	968315	4905618	56152	4383777
	1052660	4924692	56152	4383777
	1161655	4907958	56152	4383777
	792495	4949610	56152	4383777
	831420	4944936	56152	4383777
	783735	4976466	56152	4383777
	921925	4781442	56152	4383777
	929710	4873308	56152	4383777
	1159385	4884210	56152	4383777
	1102940	4865526	56152	4383777
	936525	4964790	56152	4383777
	867430	4924692	56152	4383777
	806120	4972572	56152	4383777
	979020	4849956	56152	4383777
	1012435	4815696	56152	4383777
	920305	4826208	56152	4383777
	1043250	4839834	56152	4383777
	847965	4948440	56152	4383777
	864835	4925862	56152	4385975
	764595	4950000	17578	4385975
	1035140	4857738	17578	4385975
	999780	4876038	17578	4385975
	980320	4757304	17578	4385975
	1490915	4763922	17578	4385975
	1129215	4754580	17578	4385975
	930685	4899390	17578	4385975
	1039035	4909512	17578	4385975
	969615	4746018	17578	4385975
	1162305	4866306	17578	4385975
	1347210	4792344	17578	4385975
	717880	5006052	17578	4385975
	758430	4973742	17578	4385975
	859645	4986198	17578	4385975
	784385	4911072	17578	4385975
	709125	4968294	17578	4385975
	737670	4985418	17578	4385975
	669870	4989702	17578	4385975
	740590	4980360	17578	4385975
	699390	4980360	17578	4385975
	649760	4992036	17578	4385975
	1208365	4924692	7324	4386707
	621860	5023182	7324	4386707
	650735	4990092	7324	4386707
	683170	4906398	7324	4386707
	614400	4767816	7324	4386707
	616025	4994766	7324	4386707
	1490590	4950000	7324	4386707
	768165	4941822	7324	4386707
	688040	4960116	7324	4386707
	681225	4988922	7324	4386707
	798010	4872918	7324	4386707
	729560	4984254	7324	4386707
	765245	4899390	7324	4386707
	847965	4994766	7324	4386707
	653330	4995150	4882	4386951
	839205	4967904	4882	4386951
	710420	4982304	4882	4386951
	717235	4982694	4882	4386951
	717235	4988148	4882	4386951
	813580	4935594	4882	4386951
	1113320	4857738	4882	4386951
	1084125	4858908	4882	4386951
	841800	4908342	4882	4386951
	1477615	4908342	4882	4386951
	889485	4918464	4882	4386951
	970910	4938318	4882	4386951
	1330990	4975692	4882	4386951
	1488645	4732002	4882	4386951
	878460	4951944	4882	4386951
	1326120	4961676	15624	4384998
	883325	4940268	15624	4384998
	694200	4760418	15624	4384998
	824285	4975692	15624	4384998
	1491240	5025126	15624	4384998
	668250	4983864	15624	4384998
	518055	5005662	15624	4384998
	1038710	4991262	15624	4384998
	615050	4978416	15624	4384998
	750000	5003328	15624	4384998
	1491890	4975302	15624	4384998
	647815	4991652	15624	4386951
	720800	4986588	12207	4386951
	637435	4996320	12207	4386951
	624130	4980360	12207	4386951
